have,"aux. 已经
vt. 有；让；拿；从事；允许"
isolated,"adj. 孤立的；分离的；单独的； 绝缘的
v. 使孤立；使绝缘；脱离（isolate的过去分词）"
isolation,n. 隔离；孤立； 绝缘； 离析
Italian,"n. 意大利人；意大利语
adj. 意大利的；意大利文化的；意大利语的"
journalism,n. 新闻业，新闻工作；报章杂志
joyful,adj. 欢喜的；令人高兴的
juicer,n. 榨汁器；照明技师；酒鬼（俚语）
juicy,adj. 多汁的；利润多的；生动的
killing,"adj. 杀害的；迷人的；使人筋疲力尽的
n. 杀戮；谋杀；猎获物
v. 杀死；消磨；毁掉（kill的ing形式）"
know-how,n. 诀窍；实际知识；专门技能
knowledgeable,adj. 知识渊博的，有知识的；有见识的；聪明的
lag,"n. 落后；迟延；防护套；囚犯；桶板
vt. 落后于；押往监狱；加上外套
vi. 滞后；缓缓而行；蹒跚
adj. 最后的"
landing,"n. 登陆；码头；楼梯平台
v. 登陆（land的ing形式）"
latest,"adv. 最迟地；最后地
n. 最新的事物
adj. 最新的，最近的；最迟的，最后的"
leading,"adj. 领导的；主要的
n. 领导；铅板；行距
v. 领导（lead的ing形式）"
leafy,adj. 多叶的；叶状的；叶茂盛的
legendary,"adj. 传说的，传奇的
n. 传说集；圣徒传"
lengthen,"vt. 使延长；加长
vi. 延长；变长"
liar,n. 说谎的人
lick,"vt. 舔；卷过；鞭打
vt. （非正式）战胜
vi. 舔；轻轻拍打
n. 舔；打；少许"
lifelike,adj. 栩栩如生的；逼真的
lifestyle,"n. 生活方式
保健的"
lightly,adv. 轻轻地；轻松地；容易地；不费力地
likable,adj. 可爱的
loaf,"n. 条，一条面包；块；游荡
vt. 游荡；游手好闲；虚度光阴
vi. 游荡；游手好闲；虚度光阴"
locate,"vt. 位于；查找…的地点
vi. 定位；定居"
located,adj. 处于，位于；坐落的
locker,n. 柜，箱；上锁的人；有锁的橱柜；锁扣装置；有锁的存物柜
logic,"n. 逻辑；逻辑学；逻辑性
adj. 逻辑的"
loom,"n. 织布机；若隐若现的景象
vi. 可怕地出现；朦胧地出现；隐约可见
vt. 在织布机上织"
lost,"adj. 失去的；丧失的；迷惑的
v. 遗失（lose的过去分词）；失败"
lowland,"n. 低地；苏格兰低地
adj. 低地的；苏格兰低地的"
madness,n. 疯狂；愚蠢的行为
magical,adj. 魔术的；有魔力的
mainly,adv. 主要地，大体上
making,"n. 发展；制造；形成
v. 制作（make的现在分词）"
management,n. 管理；管理人员；管理部门；操纵；经营手段
manners,n. 礼貌（manner的复数形式）
maple,n. 枫树；淡棕色
marmalade,"n. 橘子或柠檬等水果制成的果酱
vt. 涂橘子或柠檬酱于…
adj. 橘子酱色的"
masterpiece,n. 杰作；绝无仅有的人
masterwork,n. 杰作；名著
mastery,n. 掌握；精通；优势；征服；统治权
matching,"adj. 相配的；一致的；相称的
n. 匹配
v. 使…相配（match的ing形式）"
maze,"n. 迷宫；迷惑；糊涂
vt. 迷失；使混乱；使困惑"
meaningful,adj. 有意义的；意味深长的
measurable,adj. 可测量的；重要的；重大的
mediaeval,adj. 中世纪的；中古的
medicinal,adj. 药的；药用的；治疗的（等于medicinable）；有益的
memoir,n. 回忆录；研究报告；自传；实录
memorize,vt. 记住，背熟；记忆
mentality,n. 心态； 智力；精神力；头脑作用
messaging,"n. 消息传送；通知；信息传送
v. 发送；报信（message的ing形式）"
metaphorical,adj. 比喻性的，隐喻性的
metropolis,n. 大都市；首府；重要中心
middle-aged,adj. 中年的；具有中年人特点的；适合于中年人的
milky,adj. 乳白色的；牛奶的；乳状的；柔和的；混浊不清的
misfortune,n. 不幸；灾祸，灾难
mislead,vt. 误导；带错
misread,vt. 误解；看错；读错
misty,adj. 模糊的；有雾的
modeling,"n.  建模，造型；立体感
adj. 制造模型的"
mother-in-law,n. 岳母；婆母
mountainside,n. 山腰；山坡
moveable,"adj. 可移动的
n. 动产"
multiply,"vt. 乘；使增加；使繁殖；使相乘
vi. 乘；繁殖；增加
adv. 多样地；复合地
adj. 多层的；多样的"
mural,"adj. 墙壁的
n. 壁画；（美）壁饰"
naturally,"adv. 自然地
自然而然地
轻而易举
天生地
大方地"
navigation,n. 航行；航海
necessarily,adv. 必要地；必定地，必然地
necessity,n. 需要；必然性；必需品
neighboring,"adj. 邻近的；附近的（等于neighbouring）
v. 与…为邻；位于附近（neighbor的ing形式）"
newborn,"adj. 新生的；再生的
n. 婴儿"
newcomer,n.  新来者；新到的移民
newly,adv. 最近；重新；以新的方式
newness,n. 新奇；崭新
nominate,vt. 推荐；提名；任命；指定
non-native,"adj. 非本地；非原生
n. 外乡人"
nonprofit,adj. 非盈利的；不以盈利为目的的
normally,adv. 正常地；通常地，一般地
Norwegian,"adj. 挪威的；挪威语的；挪威人的
n. 挪威语；挪威人"
nursing,"n. 护理；看护；养育
v. 看护；养育（nurse的ing形式）"
nutritional,adj. 营养的；滋养的
offender,n. 罪犯；冒犯者；违法者
officially,adv. 正式地；官方地；作为公务员
onboard,"adv. 在船上；在飞机上；在板上
adj. 随车携带的"
one-off,"n. 一次性事物
adj. 一次性的"
onetime,"adj. 从前的；一度的
adv. 一度；从前"
open-ended,adj. 开放式的；无限制的；自由回答的；两端未封闭的
openly,adv. 公开地；公然地；坦率地
openness,n. 公开；宽阔；率真
operating,"adj. 操作的； 外科手术的
v. 操作（operate的ing形式）；动手术"
opposed,"adj. 相反的；敌对的
v. 反对（oppose的过去分词）；使对立"
oral,"n. 口试
adj. 口头的，口述的"
orchestra,n. 管弦乐队；乐队演奏处
organized,"adj. 有组织的；安排有秩序的；做事有条理的
v. 组织（organize的过去分词）"
originally,adv. 最初，起初；本来
originate,"vt. 引起；创作
vi. 发源；发生；起航"
ostensibly,adv. 表面上；外表
outbreak,"n. （战争的）爆发；（疾病的）发作
vi. 爆发"
outdated,"adj. 过时的；旧式的
v. 使过时（outdate的过去式和过去分词）"
outgrow,vt. 过大而不适于；出生；长大成熟而不再
overbook,vt. 使过量预订；超额订出
overeat,"vt. 使吃过量
vi. 吃得过多
"
overhear,"vt. 无意中听到；偷听
vi. 无意中听到；偷听到"
overjoyed,"adj. 狂喜的；极度高兴的
v. 使…万分高兴；使…狂喜（overjoy的过去分词）"
overnight,"adv. 通宵；突然；昨晚
adj. 晚上的；通宵的；前夜的
n. 头天晚上；一夜的逗留
vt. 连夜快递
vi. 过一夜"
overreact,vi. 反应过度；反作用过强
overweight,"adj. 超重的；过重的
vt. 使负担过重
n. 超重"
paintball,n. 彩弹球；漆弹游戏
palm,"n. 手掌；棕榈树；掌状物
vt. 将…藏于掌中"
papers,n. 文件；证件；论文数
parade,"n. 游行；阅兵；炫耀；行进；阅兵场
vt. 游行；炫耀；列队行进
vi. 游行；炫耀；列队行进"
parkland,n. 公用场地；有树丛的开阔草地
participant,"n. 参与者；关系者
adj. 参与的；有关系的"
particularly,adv. 特别地，独特地；详细地，具体地；明确地，细致地
pastime,n. 娱乐，消遣
perfectly,adv. 完美地；完全地；无瑕疵地
persistence,n. 持续；固执；存留；坚持不懈；毅力
photography,n. 摄影；摄影术
physically,adv. 身体上，身体上地
pigeon,n. 鸽子
pillow,"n. 枕头
vt. 垫；枕于…；使…靠在
vi. 枕着头；靠在枕上"
planning,"n. 规划；计划编制
v. 计划；设计；预期（plan的ing形式）"
plaza,n. 广场；市场，购物中心
plum,"n. 李子；梅子；洋李；紫红色
adj. 人所希望的；有利的；上等的"
poetic,"n. 诗学，诗论
adj. 诗的，诗歌的；诗意的；诗人的"
poisoning,"n. 中毒
v. 毒害（poison的ing形式）"
policymaker,n. 政策制定者；决策人
poorly,"adj. 身体不舒服的；心情恶劣的
adv. 贫穷地；贫乏地；不充分地"
popularity,n. 普及，流行；名气；受大众欢迎
populate,vt. 居住于；构成人口；移民于；殖民于
porcelain,"n. 瓷；瓷器
adj. 瓷制的；精美的"
portion,"n. 部分；一份；命运
vt. 分配；给…嫁妆"
portrait,n. 肖像；描写；半身雕塑像
potentially,adv. 可能地，潜在地
powerhouse,n. 精力旺盛的人；动力室；发电所
practically,adv. 实际地；几乎；事实上
predictor,n.  预报器；预言者
prehistoric,adj. 史前的；陈旧的
preschool,"n. 幼儿园，育幼院
adj. 未满学龄的；就学前的，入学前的"
presence,n. 存在；出席；参加；风度；仪态
presenter,n. 提出者；推荐者；赠送者；任命者；主持人
preservation,n. 保存，保留
primarily,adv. 首先；主要地，根本上
printer,n.  打印机；印刷工；印花工
privacy,n. 隐私；秘密；隐居；隐居处
producer,n. 制作人，制片人；生产者；发生器
productive,adj. 能生产的；生产的，生产性的；多产的；富有成效的
productivity,n. 生产力；生产率；生产能力
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
provider,n. 供应者；养家者
provincial,"n. 粗野的人；乡下人；外地人
adj. 省的；地方性的；偏狭的"
psychologist,n. 心理学家，心理学者
publisher,n. 出版者，出版商；发行人
quickly,adv. 迅速地；很快地
quietly,adv. 安静地；秘密地；平稳地
rainforest,n. （热带）雨林
rainstorm,n. 暴风雨，大暴雨
randomly,adv. 随便地，任意地；无目的地，胡乱地；未加计划地
raspberry,n. 覆盆子；舌头放在唇间发出的声音；（表示轻蔑，嘲笑等的）咂舌声
reaches,"n. 河段；流域；边远地区；层
v. 伸出；到达（reach第三人称单数）"
readily,adv. 容易地；乐意地；无困难地
readout,n. 读出；读出器
recommendation,n. 推荐；建议；推荐信
reconnect,vt. 使再接合
reconsider,"vt. 重新考虑；重新审议
vi. 重新考虑"
recreate,"vt. 再创造；使得到娱乐/消遣
vi. 娱乐；消遣"
recreational,adj. 娱乐的，消遣的；休养的
recycling,"n. （资源、垃圾的）回收利用
v. 回收；再循环利用（recycle的现在分词）"
reflection,n. 反射；沉思；映象
reflective,adj. 反射的；反映的；沉思的
refreshment,n. 点心；起提神作用的东西；精力恢复
registry,n. 注册；登记处；挂号处；船舶的国籍
regularly,adv. 定期地；有规律地；整齐地；匀称地
regulate,vt. 调节，规定；控制；校准；有系统的管理
reintroduce,vt. 再引入；再提出；再介绍
related,"v. 叙述（relate过去式）
adj. 有关系的，有关联的；讲述的，叙述的"
relatively,adv. 相当地；相对地，比较地
relaxing,"v. 放松；休息（relax的ing形式）；缓和；松懈
adj. 令人轻松的"
relieved,"v. 减轻；解除（relieve的过去分词）
adj. 放心的"
religious,"n. 修道士；尼姑
adj. 宗教的；虔诚的；严谨的；修道的"
remains,n. 残余；遗骸
removed,"v. remove的变形
adj. 远离的；隔了...代的"
renewal,n. 更新，恢复；复兴；补充；革新；续借；重申
repeatedly,adv. 反复地；再三地；屡次地
researcher,n. 研究员
reservoir,n. 水库；蓄水池
reset,"n. 重新设定；重新组合；重排版
vt. 重置；重新设定；重新组合
vi. 重置；清零"
resort,"n. 凭借，手段；度假胜地；常去之地
vi. 求助，诉诸；常去；采取某手段或方法"
respectful,adj. 恭敬的；有礼貌的
respectively,adv. 分别地；各自地，独自地
restful,adj. 宁静的；安静的；给人休息的
retiree,n. （美）退休人员；歇业者
retirement,n. 退休，退役
reunion,n. 重聚；（班级或学校的）同学会，同窗会
reunite,"vi. 重聚；再结合；再联合
vt. 使重聚；使再结合；使再联合"
riches,n. 财富；富有；房地产（rich的复数）
risky,adj. 危险的；冒险的；（作品等）有伤风化的
roasting,"n. 烧烤
v. 烤，烘；煅烧（roast的ing形式）；使变暖
adj. 烤肉用的；灼热的
adv. 炙热地"
rooftop,"n. 屋顶
adj. 屋顶上的"
rooted,"v. 生根（root的过去式）
adj. 根深蒂固的；生根的"
rotate,"vt. 使旋转；使转动；使轮流
adj.  辐状的
vi. 旋转；循环"
roughly,adv. 粗糙地；概略地
round-trip,adj. 来回的；双程的
sadden,"vt. 使悲伤，使难过；使黯淡
vi. 悲哀；悲痛"
safely,"adv. 安全地
稳定地"
salesclerk,n. 售货员；商店里的店员
satisfied,"v. 使满意（satisfy的过去式）
adj. 感到满意的"
scary,adj. （事物）可怕的；恐怖的；吓人的；（人）提心吊胆的；引起惊慌的；胆小的
scatter,"n. 分散；散播，撒播
vt. 使散射；使散开，使分散；使散播，使撒播
vi. 分散，散开；散射"
scent,"n. 气味；嗅觉；痕迹；察觉能力
vt. 闻到；发觉；使充满…的气味；循着遗臭追踪
vi. 发出…的气味；有…的迹象；嗅着气味追赶"
scheduled,"v. 安排（schedule的过去分词）；把…列表；把…列入计划
adj. 预定的；已排程的"
schooling,"n. 学校教育；学费
v. 教育（school的ing形式）；培养"
schoolyard,n. 校园；运动场
seaman,n. 海员，水手；水兵
seeker,n. 探求者；搜查人
seemingly,adv. 看来似乎；表面上看来
selection,n. 选择，挑选；选集；精选品
selective,"adj. 选择性的
讲究的
有选择地
有选择性地
仔细挑选地"
self-reflection,n. 反省
seller,n. 卖方，售货员
senator,n. 参议员；（古罗马的）元老院议员；评议员，理事
sensitivity,n. 敏感；敏感性；过敏
sensor,n. 传感器
server,n. 发球员；服伺者；服勤者；伺候者
shellfish,n. 甲壳类动物；贝类等有壳的水生动物
sheltered,"adj. 受保护的；掩蔽的；免税的；为弱者提供方便的
v. 庇护（shelter的过去分词）"
shelve,"vt. 将（书等）放置在架子上；搁置，将某事放到一旁不予考虑；将…搁在一边；装搁架于；罢免
vi. （陆地）逐渐倾斜"
shiny,adj. 有光泽的，擦亮的；闪耀的；晴朗的；磨损的
showcase,"n. 陈列橱， 陈列柜；显示优点的东西
vt. 使展现；在玻璃橱窗陈列"
showy,adj. 艳丽的；炫耀的；显眼的
sighting,"n. 瞄准；照准；视线
v. 看见（sight的ing形式）"
significantly,adv. 显著地；相当数量地
