ban,"n. 禁令，禁忌
vt. 禁止，取缔"
pernicious,adj. 有害的；恶性的；致命的；险恶的
anaemia,n. 贫血（症）；无活力；脸色苍白
lay,"vt. 躺下；产卵；搁放；放置；铺放；涂，敷
adj. 世俗的；外行的；没有经验的
n. 位置；短诗；花纹方向；叙事诗；性伙伴
vi. 下蛋；打赌
v. 躺；位于（lie的过去式）"
dietary,"n. 规定的食物；饮食的规定；食谱
adj. 饮食的，饭食的，规定食物的"
intriguing,"adj. 有趣的；迷人的
v. 引起…的兴趣；策划阴谋；私通（intrigue的ing形式）"
advancement,n. 前进，进步；提升
inflationary,adj. 通货膨胀的；通货膨胀倾向的；通货膨胀引起的
curb,"n. 抑制；路边；勒马绳
vt. 控制；勒住"
incorporate,"vt. 包含，吸收；体现；把……合并
adj. 合并的；一体化的；组成公司的
vi. 合并；混合；组成公司"
famed,adj. 著名的
associate,"n. 同事，伙伴；关联的事物
adj. 副的；联合的
vt. 联想；使联合；使发生联系
vi. 交往；结交"
boil down,"na. 熬干；熬稠；煮干
 熬浓；浓缩；归结为"
metric,"adj. 公制的；米制的；公尺的
n. 度量标准"
entail,"vt. 使需要，必需；承担；遗传给；蕴含
n. 引起；需要；继承"
ambiguity,n. 含糊；不明确；暧昧；模棱两可的话
merit,"n. 优点，价值；功绩；功过
vt. 值得
vi. 应受报答"
reproducible,adj. 可再生的；可繁殖的；可复写的
nonetheless,adv. 尽管如此，但是
roast,"n. 烤肉；烘烤
adj. 烘烤的；烤过的
vt. 烤，焙；烘，烘烤；暴露于某种热力下以得温暖
vi. 烤；烘"
culinary,adj. 厨房的；烹调用的
determined,"v. 决定；断定（determine的过去分词）
adj. 决定了的；坚决的"
render,"n. 打底；交纳；粉刷
vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿"
compound,"n.  化合物；混合物；复合词
adj. 复合的；混合的
v. 合成；混合；恶化，加重；和解，妥协"
acrylamide,n. 丙烯酰胺
temperature,n. 温度；体温；气温；发烧
crisp,"adj. 脆的；新鲜的；易碎的
vt. 使卷曲；使发脆
vi. 卷曲；发脆
n. 松脆物；油炸马铃薯片"
alarmist,"n. 杞人忧天者；大惊小怪者
adj. 危言耸听的；忧虑的"
neurological,adj. 神经病学的，神经学上的
precautionary,adj. 预防的；留心的；预先警戒的
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
steam,"n. 蒸汽；精力
adj. 蒸汽的
vt. 蒸，散发；用蒸汽处理
vi. 蒸，冒水汽"
cut out,"na. 割掉；除去；剪下；开辟
 停止；删除；切掉"
intake,n. 摄取量；通风口；引入口；引入的量
come across,"na. 尽(义务)；发现；碰见；(穿过…)来到
 遇见；偶然遇见；碰到"
pushy,adj. 有进取心的；爱出风头的；有冲劲的；固执己见的
scare,"n. 恐慌；惊吓；惊恐
vt. 惊吓；把…吓跑
adj. （美）骇人的
vi. 受惊"
institute,"n. 学会，协会；学院
vt. 开始（调查）；制定；创立；提起（诉讼）"
crown,"n. 王冠；花冠；王权；顶点
vt. 加冕；居…之顶；表彰；使圆满完成"
avalanche,"n. 雪崩
vt. 雪崩
vi. 崩塌"
confine,"n. 界限，边界;约束；限制
vt. 限制；禁闭"
bid,"n. 出价；叫牌；努力争取
vi. 投标；吩咐
vt. 投标；出价；表示；吩咐"
prestigious,adj. 有名望的；享有声望的
sought-after,adj. 受欢迎的，很吃香的
bag,"n. 袋；猎获物；（俚）一瓶啤酒
vt. 猎获；把…装入袋中；占据，私吞；使膨大
vi. 松垂"
cynic,"adj. 犬儒学派的
n. 愤世嫉俗者；犬儒学派的人"
speculate,"vi. 推测；投机；思索
vt. 推断"
desperation,n. 绝望的境地；不顾一切拼命
hamlet,n. 小村庄
cure-all,n. 万灵药
prominence,n. 突出；显著；突出物；卓越
spell,"n. 符咒；一段时间；魅力
vi. 拼字；轮替
vt. 拼，拼写；意味着；招致；拼成；迷住；轮值"
high-profile,adj. 高调的；备受瞩目的；知名度高的
press,"n. 压；按；新闻；出版社； 印刷机
vt. 压；按；逼迫；紧抱
vi. 压；逼；重压"
nudge,"n. 推动；用肘轻推；没完没了抱怨的人
vt. 推进；用肘轻推；向…不停地唠叨
vi. 轻推；推进；唠叨"
powerhouse,n. 精力旺盛的人；动力室；发电所
peculiarity,n. 特性；特质；怪癖；奇特
celebrate,"vt. 庆祝；举行；赞美；祝贺；宣告
vi. 庆祝；过节；举行宗教仪式"
monetary,adj. 货币的；财政的
reward,"n.  报酬；报答；酬谢
vt.  奖励；奖赏"
perform,"vt. 执行；完成；演奏
vi. 执行，机器运转；表演"
specialised,"adj. 专门的；特别的（等于specialized）
v. 使专门化；专攻；详细说明（specialise的过去分词）"
central,"n. 电话总机
adj. 中心的；主要的；中枢的"
acquisition,n. 获得物，获得；收购
status,n. 地位；状态；情形；重要身份
secure,"vt. 保护；弄到；招致；缚住
adj. 安全的；无虑的；有把握的；稳当的
vi. 获得安全；船抛锚；停止工作"
routinely,adv. 例行公事地；老一套地
approach,"n. 方法；途径；接近
vt. 接近；着手处理
vi. 靠近"
operation,n. 操作；经营； 手术； 运算
existential,adj. 存在主义的；有关存在的；存在判断的
giant,"n. 巨人；伟人； 巨大的动物
adj. 巨大的；巨人般的"
access,"n. 进入；使用权；通路
vt. 使用；存取；接近"
fund,"n. 基金；资金；存款
vt. 投资；资助"
unstoppably,adv. 无法（使）停下来地
desperate,adj. 不顾一切的；令人绝望的；极度渴望的
drastic,"n. 烈性泻药
adj. 激烈的；猛烈的"
thoroughly,adv. 彻底地，完全地
emergence,n. 出现，浮现；发生；露头
photocopier,n. 影印机；复印机
legitimacy,n. 合法；合理；正统
transform,"vt. 改变，使…变形；转换
vi. 变换，改变；转化"
move,"n. 移动；步骤；迁居；策略
vi. 移动；搬家，迁移；离开
vt. 移动；感动"
drive,"n. 驱动器；驾车； 内驱力，推进力；快车道
vi. 开车；猛击；飞跑
vt. 推动，发动（机器等）；驾驶（马车，汽车等）；驱赶"
body,"n. 身体；主体；大量；团体；主要部分
vt. 赋以形体"
release,"n. 释放；发布；让与
vt. 释放；发射；让与；允许发表"
respond,"n. 应答；唱和
vi. 回答；作出反应；承担责任
vt. 以…回答"
cover,"n. 封面，封皮；盖子；掩蔽物;幌子，借口
vt. 包括；采访，报导；涉及
vi. 覆盖；代替"
subscription,n. 捐献；订阅；订金；签署
rate,"n. 比率，率；速度；价格；等级
vt. 认为；估价；责骂
vi. 责骂；被评价"
inflation,n. 膨胀；通货膨胀；夸张；自命不凡
resemble,vt. 类似，像
run,"n. 奔跑；赛跑；趋向；奔跑的路程
vt. 管理，经营；运行；参赛
vi. 经营；奔跑；运转"
case,"n. 情况；实例；箱
vt. 包围；把…装于容器中"
progressive,"n. 改革论者；进步分子
adj. 进步的；先进的"
diversity,n. 多样性；差异
mandate,"n. 授权；命令，指令；委托管理；受命进行的工作
vt. 授权；托管"
insincere,adj. 不诚实的；虚假的
privileged,"adj. 享有特权的；有特别恩典的
v. 给予…特权；免除（privilege的过去分词）"
sponsor,"n. 赞助者；主办者；保证人
vt. 赞助；发起"
parity,n. 平价；同等；相等；胎次；分娩
quota,n. 配额；定额；限额
expressly,adv. 清楚地，明显地；特别地，专门地
unconstitutional,"adj. 违反宪法的
违反宪法地"
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
violate,vt. 违反；侵犯，妨碍；亵渎
mirror,"n. 镜子；真实的写照；榜样
vt. 反射；反映"
interference,n. 干扰，冲突；干涉
qualification,n. 资格；条件；限制；赋予资格
pool,"n. 联营；撞球；水塘；共同资金
vt. 合伙经营
vi. 联营，合伙经营"
equity,n. 公平，公正；衡平法；普通股；抵押资产的净值
self-serving,adj. 自私自利的，自私的
Senate,
impose,"vt. 强加；征税；以…欺骗
vi. 利用；欺骗；施加影响"
multinational,"adj. 跨国公司的；多国的
n. 跨国公司"
revenue,n. 税收，国家的收入；收益
await,vt. 等候，等待；期待
signature,n. 署名；签名；信号
spark,"n. 火花；朝气；闪光
vt. 发动；鼓舞；求婚
vi. 闪烁；发火花；求婚"
controversy,n. 争论；论战；辩论
discriminate,"vi. 区别；辨别
vt. 歧视；区别；辨别"
sanction,"n. 制裁，处罚；认可；支持
vt. 制裁，处罚；批准；鼓励"
unilateral,adj. 单边的； 单侧的；单方面的；单边音；（父母）单系的
move,"n. 移动；步骤；迁居；策略
vi. 移动；搬家，迁移；离开
vt. 移动；感动"
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
provision,"n. 规定；条款；准备； 供应品
vt. 供给…食物及必需品"
contemplate,"vt. 沉思；注视；思忖；预期
vi. 冥思苦想；深思熟虑"
differ,"vi. 相异；意见分歧
vt. 使…相异；使…不同"
specifics,n. 细节；特性（specific的复数）；详情
grant,"n. 拨款； 授予物
vt. 授予；允许；承认
vi. 同意"
consensus,n. 一致；舆论；合意
involve,vt. 包含；牵涉；使陷于；潜心于
prove,"vi. 证明是
vt. 证明；检验；显示"
burdensome,adj. 繁重的；累赘的；恼人的
costly,adj. 昂贵的；代价高的
antagonistic,adj. 敌对的；对抗性的；反对的
signal,"n. 信号；暗号；导火线
adj. 显著的；作为信号的
vt. 标志；用信号通知；表示
vi. 发信号"
hostility,n. 敌意；战争行动
attachment,n. 附件；依恋；连接物；扣押财产
complimentary,adj. 赠送的；称赞的；问候的
availability,n. 可用性；有效性；实用性
hormone,n.  激素，荷尔蒙
oxytocin,n.  催产素；缩宫素；脑下垂体后叶荷尔蒙之一种
autistic,"n. 孤独症患者（常指儿童）
adj.  孤独症的；孤僻的"
spectrum,n. 光谱；频谱；范围；余象
symptom,n.  症状；征兆
dominance,n. 优势；统治；支配
intimidation,n. 恐吓，威胁
adversarial,adj. 对抗的；对手的，敌手的
backfire,"n. 逆火，回火
vi. 放出逆火；预先放火；产生出乎意料及事与愿违的结果"
convince,vt. 说服；使确信，使信服
snapshot,"n. 快照，快相；急射，速射；简单印象
vt. 给…拍快照
vi. 拍快照"
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
neuroticism,n. 神经质， 神经过敏症
dimension,"n. 方面; 维；尺寸；次元；容积 vt. 标出尺寸
adj. 规格的"
trigger,"n. 扳机； 触发器；制滑机
vt. 引发，引起；触发
vi. 松开扳柄"
explosion,n. 爆炸；爆发；激增
departure,n. 离开；出发；违背
favour,"n. 偏爱；赞同；善行
vt. 赞成；喜爱；有助于"
flourish,"n. 兴旺；茂盛；挥舞；炫耀；华饰
vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期
vt. 夸耀；挥舞"
disposition,n. 处置； 性情； 部署；倾向
teaching,"n. 教学；教义
v. 教学；教导（teach的ing形式）"
eclipse,"n. 日蚀，月蚀；黯然失色
vt. 使黯然失色；形成蚀"
bridge,"n. 桥；桥牌；桥接器；船桥
vt. 架桥；渡过"
demonstrate,"vt. 证明；展示；论证
vi. 示威"
revelation,n. 启示；揭露；出乎意料的事；被揭露的真相
theorize,"vt. 建立理论
vi. 建立理论或学说；推理"
brand,"n. 商标，牌子；烙印
vt. 铭刻于，铭记；打烙印于；印…商标于"
heresy,n. 异端；异端邪说；异教
attempt,"n. 企图，试图；攻击
vt. 企图，试图；尝试"
suppress,vt. 抑制；镇压；废止
logician,n. 逻辑学家；论理学者
rationalist,n. 理性主义者，唯理主义者
philosophy,n. 哲学；哲理；人生观
embody,vt. 体现，使具体化；具体表达
integrate,"n. 一体化；集成体
adj. 整合的；完全的
vi. 求积分；取消隔离；成为一体
vt. 使…完整；使…成整体；求…的积分；表示…的总和"
reductionism,n. 还原论；简化论
liberty,n. 自由；许可；冒失
tolerance,n. 公差；宽容；容忍；公差
capture,"n. 捕获；战利品，俘虏
vt. 俘获；夺得；捕捉，拍摄,录制"
logically,adv. 逻辑上；合乎逻辑
abstractly,adv. 抽象地；理论上地
adulthood,n. 成年；成人期
inevitable,adj. 必然的，不可避免的
function,"n. 功能； 函数；职责；盛大的集会
vi. 运行；活动；行使职责"
muscle,"n. 肌肉；力量
vt. 加强；使劲搬动；使劲挤出
vi. 使劲行进"
abdomen,n. 腹部；下腹；腹腔
lifestyle,"n. 生活方式
保健的"
reported,"v. 报道（report的过去分词）；报告；记录
adj. 报告的；据报道的"
immunity,n. 免疫力；豁免权；免除
maintain,vt. 维持；继续；维修；主张；供养
physical,"n. 体格检查
adj.  物理的；身体的；物质的；根据自然规律的，符合自然法则的"
approach,"n. 方法；途径；接近
vt. 接近；着手处理
vi. 靠近"
aerobic,adj. 需氧的；增氧健身法的
eliminate,vt. 消除；排除
operators,n. 经营者；操作者； 运算符（operator的复数）
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
grimly,adv. 可怕地；冷酷地；严格地
ritual,"n. 仪式；惯例；礼制
adj. 仪式的；例行的；礼节性的"
extra,"n. 临时演员；号外；额外的事物；上等产品
adj. 额外的，另外收费的；特大的
adv. 特别地，非常；另外"
burden,"n. 负担；责任；船的载货量
vt. 使负担；烦扰；装货于"
average,"n. 平均；平均数；海损
adj. 平均的；普通的；通常的
vt. 算出…的平均数；将…平均分配；使…平衡
vi. 平均为；呈中间色"
fraction,n. 分数；部分；小部分；稍微
official,"adj. 官方的；正式的；公务的
n. 官员；公务员；高级职员"
inflation,n. 膨胀；通货膨胀；夸张；自命不凡
successive,adj. 连续的；继承的；依次的；接替的
invest,"vi. 投资，入股；花钱买
vt. 投资；覆盖；耗费；授予；包围"
taxpayer,n. 纳税人；所收租金只够支付地产税的建筑物
pensioner,n. 领养老金者；领取抚恤金者
subsidise,vt. 给…津贴或补贴，资助或补助…
commute,"n. 通勤（口语）
vt. 减刑；交换；用……交换；使……变成
vi. （搭乘车、船等）通勤；代偿"
stockbroker,n.  股票经纪人
endure,"vt. 忍耐；容忍
vi. 忍耐；持续"
infrastructure,n. 基础设施；公共建设；下部构造
on the grounds, 基于……理由；在……基础上；由于…的原因
strike,"n. 罢工；打击；殴打
vi. 打，打击；罢工；敲，敲击；抓；打动；穿透
vt. 打，击；罢工；撞击，冲击；侵袭；打动；到达"
trumpet,"n. 喇叭；喇叭声
vt. 吹喇叭；吹嘘
vi. 吹喇叭；发出喇叭般的声音"
basic,"n. 基础；要素
adj. 基本的；基础的"
substantial,"n. 本质；重要材料
adj. 大量的；实质的；内容充实的"
responsibility,n. 责任，职责；义务
industrial,"n. 工业股票；工业工人
adj. 工业的，产业的；从事工业的；供工业用的；来自勤劳的"
