abandon,"n. 放任；狂热
vt. 遗弃；放弃"
reshuffle,"n. 重新洗牌；改组
vt. 重新洗牌；改组；重作安排"
resigned,"v. 辞职；顺从（resign的过去分词）
adj. 顺从的；已辞职的；己放弃的"
resilience,n. 恢复力；弹力；顺应力
resin,"n. 树脂；松香
vt. 涂树脂；用树脂处理"
resounding,"adj. 响亮的；轰动的；彻底的
v. 回响（resound的ing形式）"
respectability,n. 体面；可尊敬；有社会地位
respite,"n. 缓解；暂缓；暂时的休息；缓期执行
vt. 使缓解；使暂缓；使延期；缓期执行"
resplendent,adj. 光辉的；华丽的
restful,adj. 宁静的；安静的；给人休息的
restitution,n. 恢复；赔偿；归还
resultant,"n. 合力；结果； 生成物
adj. 结果的；合成的"
resumption,n. 恢复；重新开始；取回；重获；恢复硬币支付
resurgent,"n. 复活者
adj. 复活的；复苏的"
resurrect,"vt. 使复活；复兴；挖出
vi. 复活"
resuscitation,n. 复苏；复兴；复活
retainer,n. 保持器；家臣；保持者； 护圈；预付费用
retaliate,"vi. 报复；回敬
vt. 报复"
retard,"n. 延迟；阻止
vt. 延迟；阻止；妨碍；使减速
vi. 减慢；受到阻滞"
retention,n. 保留；扣留，滞留；记忆力；闭尿
reticent,adj. 沉默的；有保留的；谨慎的
retribution,n. 报应；惩罚；报答；报偿
retrieval,n. 检索；恢复；取回；拯救
retrieve,"n.  检索；恢复，取回
vt.  检索；恢复；重新得到
vi. 找回猎物"
retrospect,"n. 回顾，追溯
vt. 回顾；追忆
vi. 回顾，追溯；回想"
revamp,"n. 改进；换新鞋面
vt. 修补；翻新；修改"
revel,"n. 狂欢；闹饮；喜庆狂欢活动
vi. 狂欢；陶醉"
revere,vt. 敬畏；尊敬；崇敬
reverence,"n. 崇敬；尊严；敬礼
vt. 敬畏；尊敬"
reverie,n. 幻想；沉思；幻想曲
revert,"n. 恢复原状者
vt. 使回复原状
vi. 回复；重提；返祖遗传；归还"
revoke,"n. 有牌不跟
vt. 撤回，取消；废除
vi. 有牌不跟"
revulsion,n. 剧变；厌恶；强烈反感；抽回
rhinoceros,n.  犀牛
ribald,"n. 言谈粗俗的人；说下流话的人
adj. 下流的；言谈粗俗的"
rickets,n.  佝偻病
rickshaw,n. （等于ricksha）人力车；黄包车
rift,"n. 裂缝；不和； 裂口
vt. 使断裂；使分开
vi. 裂开"
rig,"n. 装备；钻探设备；服装； 帆装
vt. 操纵；装配；装扮；装上索具"
righteous,adj. 正义的；正直的；公正的
rigmarole,"n. 冗长的废话
adj. 冗长的"
rigorous,adj. 严格的，严厉的；严密的；严酷的
rind,"n. 壳；外皮
vt. 剥壳；削皮"
rink,"n. 溜冰场，室内溜冰场；冰球场
vi. 溜冰"
rinse,"n. 冲洗；漂洗； 染发剂；染发
vt. 漱；冲洗掉；漂净
vi. 冲洗掉；漂净"
rip-roaring,adj. 吵闹的；喧嚣的
rivet,"n. 铆钉
vt. 铆接；固定；（把目光、注意力等）集中于"
roach,n. （美）蟑螂； 斜齿鳊
robust,adj. 强健的；健康的；粗野的；粗鲁的
rocker,n. 摇杆；摇的人；镰刀弯；套钩；摇轴
rodent,"n.  啮齿动物
adj. 啮齿类的；咬的，嚼的；侵蚀性的"
rodeo,"n. 竞技表演；竞技者
vi. 竞技"
roger,"n. 罗杰（男子名）
int. 好；知道了"
rolling-stock,n. 全部车辆
rookie,"n. 新手
新人"
roost,"n. 栖木；鸟窝；群栖的禽鸟
vi. 栖息；安歇
vt. 使…栖息；为…提供歇息处"
rosette,n. 莲座丛；玫瑰形饰物； 圆花饰
rostrum,n. 讲坛；演讲者；嘴；喙
rota,n. 值班名册；轮值表
rotor,n.  转子；水平旋翼；旋转体
rouge,"n. 胭脂；口红；铁丹，红铁粉
vt. 擦口红；在…上搽胭脂
vi. 搽胭脂；涂口红
adj. 红的纹章局四属官之一"
roughen,"vt. 使粗糙
vi. 变粗糙"
roulette,"n. 轮盘赌；刻骑缝孔的点线机；（邮票的）骑缝孔；旋轮线
vt. 给…滚压骑线孔"
rounders,n. 一种类似棒球的儿童游戏
roundup,n. 综述；集拢；围捕；摘要
rouse,"n. 觉醒；奋起
vt. 唤醒；激起，使振奋；惊起
vi. 醒来；奋起"
rove,"n. 流浪；徘徊；粗纺线
vi. 流浪；飘忽不定
vt. 漫游于；漂泊于"
rowdy,"n. 粗暴的人；好吵闹的人
adj. 吵闹的；粗暴的"
royalist,"n. 保皇主义者；保皇党人
adj. 保皇主义的；保皇党人的"
rubble,n. 碎石，碎砖；粗石堆
rubdown,n. 按摩，摩擦身体；磨平
rucksack,n. 帆布背包
ruckus,n. 骚动；喧闹
ruddy,"adj. 红的；红润的
vt. 使变红
adv. 极度；非常
vi. 变红"
rudimentary,adj. 基本的；初步的；退化的；残遗的；未发展的
rue,"n. 芸香；后悔
vt. 后悔；懊悔
vi. 后悔；悲伤"
ruffian,"n. 恶棍；流氓；无赖
adj. 残暴的；凶恶的；无法无天的"
ruffle,"n. 皱褶；生气；混乱；连续轻敲声
vi. 起皱；烦恼；连续地轻敲
vt. 弄皱；触怒；扰乱；迅速翻动"
rugger,n. 英式橄榄球
ruinous,adj. 破坏性的，毁灭性的；零落的
ruling,"n. 统治，支配；裁定
adj. 统治的；主要的；支配的；流行的，普遍的"
rum,"n. 朗姆酒
adj. 古怪的；奇特的"
rumble,"n. 隆隆声；抱怨声
vi. 隆隆作响
vt. 使隆隆响；低沉地说"
rummage,"n. 翻找；检查；查出的物件；零星杂物
vt. 检查；搜出；仔细搜查；翻找出
vi. 翻找；仔细搜查"
rupture,"n. 破裂；决裂；疝气
vt. 使破裂；断绝；发生疝
vi. 破裂；发疝气"
russet,"n. 赤褐色，黄褐色；冬季粗皮苹果（黄色苹果之一种）
adj. 黄褐色的，赤褐色的"
rustle,"n. 沙沙声；急忙；飒飒声
vt. 使…沙沙作响
vi. 发出沙沙声"
rut,"n. 发情期；惯例；性冲动；凹槽
vt. 挖槽于；在…形成车辙
vi. 发情"
Sabbath,n. 安息日
sabbatical,"n. 休假（美国某些大学给大学教师每七年一次的）
adj. 安息日的"
sabotage,"n. 破坏；破坏活动；怠工
vt. 妨害；对…采取破坏行动
vi. 从事破坏活动"
saboteur,n. 怠工者，破坏者；从事破坏活动者
sabre,"n. 军刀；马刀；击剑或决斗用的长剑
vt. 用马刀砍（等于saber）"
saber,"n. 军刀；佩剑；骑兵
vt. 用马刀砍或杀"
sacrament,"n. 圣礼；圣餐；神秘的事物
vt. 立誓"
sacrilegious,adj. 该受天谴的，亵渎神明的
sadism,n. 虐待狂；性虐待狂；病态的残忍
safari,n. 旅行；狩猎远征；旅行队
saffron,"n. 藏红花；橙黄色
adj. 藏红花色的，橘黄色的"
sag,"n. 松弛；下跌；漂流；萧条
vt. 使下垂
vi. 下垂；下降；萎靡"
saga,n. 传说；冒险故事；英雄事迹
sage,"n. 圣人；贤人；哲人
adj. 明智的；贤明的；审慎的"
sailcloth,"n. 帆布
篷布"
salient,"n. 凸角；突出部分
adj. 显著的；突出的；跳跃的"
saline,"n. 盐湖；碱盐泻药
adj. 盐的；含盐分的"
salivate,"vt. 使流涎；使过量分泌唾液
vi. 分泌唾液；流口水"
sallow,"n. 黄华柳；黄华柳细枝
adj. 气色不好的；灰黄色的
vt. 成土色
vi. 使……变成土色"
salutary,adj. 有益的，有用的；有益健康的
salvage,"n. 打捞；海上救助；抢救财货；救难的奖金
vt. 抢救；海上救助"
salvo,"n. 齐射；齐鸣；齐声欢呼喝彩；保留条款；遁辞
vt. 齐鸣
vi. 齐鸣"
samba,"n. 桑巴舞（巴西交谊舞）
vi. 跳桑巴舞"
sanctify,vt. 使圣洁；使神圣化；把…奉献给神；认可
sanctuary,n. 避难所；至圣所；耶路撒冷的神殿
sanctum,n. 圣所；密室；私室
sanguine,"n. 血红色
adj. 乐观的；满怀希望的；面色红润的
vt. 血染；以血沾污"
sardonic,adj. 讽刺的；嘲笑的，冷笑的
sarong,n. 围裙；马来群岛土人所穿的围裙
sartorial,adj. 裁缝的；缝纫的；裁缝匠的
sash,"n. 腰带；肩带；饰带；框格
vt. 系上腰带；装以窗框"
satanic,
satiate,"adj. 饱足的；厌腻的
vt. 充分满足；使厌腻"
satyr,n. 好色之徒；萨梯（希腊神话中森林之神）；眼蝶科
savagery,n. 野性；野蛮人；原始状态
savant,n. 学者；专家
savor,"n. 滋味；气味；食欲
vt. 尽情享受；使有风味；加调味品于；品尝，欣赏
vi. 有…的滋味；带有…的性质"
savour,"n. 滋味；风味
vt. 具有…的特点；加调味品于；使有风味"
saxophone,n. 萨克斯管
scab,"n. 痂；疤；疥癣；恶棍
vi. 结痂；生疙瘩；破坏罢工
vt. 把…称为工贼"
scaffold,"n. 脚手架；鹰架；绞刑台
vt. 给…搭脚手架；用支架支撑"
scallop,"n. 扇贝，干贝
vt. 使成扇形
vi. 拾扇贝"
scalpel,n. 解剖刀；外科手术刀
scaremonger,n. 散布谣言的人
scary,adj. （事物）可怕的；恐怖的；吓人的；（人）提心吊胆的；引起惊慌的；胆小的
scathing,"adj. 严厉的；损伤的
v. 损伤；伤害（scathe的ing形式）"
scatterbrain,n. 注意力不集中的人
scavenge,"vt. 打扫；排除废气；以…为食
vi. 清除污物；打扫"
scenario,n. 方案；情节；剧本；设想
schema,n.  模式；计划；图解；概要
schizophrenia,n.  精神分裂症
scholarly,adj. 博学的；学者风度的；学者派头的
scholastic,"adj. 学校的；学者的；学术的（等于scholastical）
n. 学者；学生；墨守成规者；经院哲学家"
scintillation,n. 闪烁；发出火花；才华横溢
scoff,"n. 嘲笑；愚弄；笑柄
vt. 嘲笑；嘲弄；贪婪地吃
vi. 嘲笑；嘲弄；狼吞虎咽"
scoring,"n. 得分；刻痕；总谱
adj. 得分的
v. 得分（score的ing形式）；刻痕；记下"
scowl,"n. 愁容；怒容；阴沉沉的样子
vt. 皱眉表示；对…沉下脸
vi. 皱眉；怒视"
scrawl,"n. 潦草的笔迹
vt. 潦草地写；乱涂
vi. 乱涂，涂鸦；乱写"
scrawny,adj. 骨瘦如柴的
screech,"n. 尖叫声，尖利刺耳的声音；尖声喊叫
vt. 尖着声音讲或喊
vi. 发出尖锐的声音；发出恐惧或痛苦的叫喊声"
scribe,"n. 抄写员；作家；划线器
vt. 写下，记下；用划线器划
vi. 写下，记下；担任抄写员"
scrounge,"n. 讨要；索要
vt. 搜寻；乞讨；骗取
vi. 搜寻；乞讨"
scrum,"n. 扭打，混乱；并列争球
vt. 抛（球）开始并列争球
vi. 参加并列争球"
scruple,"n. 微量；顾虑；踌躇
vi. 有顾忌；踌躇
vt. 对…有顾虑"
scrupulous,adj. 细心的；小心谨慎的；一丝不苟的
scrutinise,"vt. 详细检查，细看(scrutinize)
vi. 作详细检查，细阅"
scrutinize,"n. 仔细或彻底检查
vt. 详细检查；细看
vi. 细阅；作详细检查"
scuba,n. 水肺；水中呼吸器
scuffle,"n. 混战；扭打
vi. 扭打；乱斗；拖着脚走路"
scum,"n. 浮渣；泡沫；糟粕
vi. 产生泡沫；被浮渣覆盖
vt. 将浮渣去除掉"
scupper,"n. 排水口；水性杨花的女人
vt. 使船沉没；突袭"
scurf,n. 头皮屑
scurry,"vi. 急赶；急跑
n. 急跑；短距离赛跑（或赛马）
vt. 急赶"
scuttle,"n. 天窗；煤桶；筐
vt. 使船沉没；破坏
vi. 逃避；急促地跑"
secession,n. 脱离；分离
seclude,vt. 使隔离，使隔绝
secluded,"adj. 隐蔽的；隐退的，隐居的
v. 隔绝（seclude的过去式）"
secrete,vt. 藏匿；私下侵吞；分泌
secretive,adj. 秘密的；偷偷摸摸的；促进分泌的
sectarian,"n. 属于宗派的人；宗派心强的人；宗派主义者
adj. 宗派的；偏狭的；党派心强的"
sedan,n. 轿车；轿子
sedative,"n.  镇静剂；能使安静的东西；止痛药
adj. 使镇静的；使安静的"
seduce,vt. 引诱；诱惑；诱奸；怂恿
seedy,adj. 多种子的；结籽的；破烂的；没精打采的；下流的
seep,"n. 小泉；水陆两用的吉普车
vi. 漏；渗出"
seethe,"n. 沸腾；感情等的迸发
vt. 使浸透；使煮沸
vi. 沸腾；冒泡；激动"
segregate,vt. 使隔离；使分离；在…实行种族隔离
segregation,n. 隔离，分离；种族隔离
selenium,n.  硒
self-annihilation,"自我消失(与神合为一体)
自毁，自杀"
self-effacing,adj. 谦让的；谦逊的；不出风头的
self-fulfilling,adj. 实现自己抱负的，自我实现的
self-made,adj. 自制的；自力更生的；自造的
self-opinionated,adj. 固执己见的；自负的
self-possessed,adj. 镇静的；冷静的；有自制力的
self-preservation,n. 自卫本能，自我保护；自我保存
self-restraint,n. 自制
self-styled,adj. 自称的，自封的
self-willed,adj. 任性的；顽固的
semantic,adj. 语义的；语义学的（等于semantical）
semblance,n. 外貌；假装；类似
seminal,"adj. 种子的；精液的；生殖的
adj. 有创造力的，对未来有影响的；重大的"
senatorial,adj. 参议院的；参议员的
senile,adj. 高龄的；老衰的；高龄所致的
sensory,adj. 感觉的；知觉的；传递感觉的
sensual,adj. 感觉的；肉欲的；世俗的；感觉论的
sensuous,adj. 感觉上的，依感观的；诉诸美感的
sentinel,"n. 哨兵
vt. 守卫，放哨"
sentry,"n. 哨兵；岗哨
vi. 放哨
vt. 设岗哨"
sepulchre,"n. 坟墓；圣体安置所（等于Easter sepulchre）
vt. 埋葬；以…为坟墓"
sequel,n. 续集；结局；继续；后果
serenade,"n. 小夜曲
vt. 为…唱小夜曲
vi. 唱小夜曲"
serf,n. 农奴；奴隶；被压迫者
serrated,"adj.  锯齿状的，有锯齿的
v. 使有锯齿（serrate的过去分词）"
serum,n. 血清；浆液；免疫血清；乳清；树液
serviceable,adj. 有用的，可供使用的；耐用的
servile,adj. 奴隶的；奴性的；卑屈的；卑屈的
servitude,n. 劳役，奴役；地役权；奴隶状态
set-piece,"n. 定位进攻
a. 事先精心安排的"
setter,n.  调节器；作曲者；排字工人；安装员，从事安装的人
severity,n. 严重；严格；猛烈
sexism,n. （针对女性的）性别歧视；男性至上主义
sexist,"n. 性别歧视者；男性至上主义者
adj. 性别主义者的；性别歧视者的"
shack,"n. 棚屋；小室
vi. 居住"
shag,"n. 粗毛；粗烟丝；蓬乱一团
adj. 有粗毛的；蓬乱的
vt. 使杂乱；使蓬松
vi. 蓬松"
shaggy,adj. 蓬松的；表面粗糙的；毛发粗浓杂乱的
sham,"n. 假装；骗子；赝品
adj. 假的；虚假的；假装的
vt. 假装；冒充
vi. 假装；佯装"
shamble,"n. 蹒跚；摇晃的脚步
vi. 蹒跚地走；摇晃不稳；摇摇晃晃地走"
shambles,"n. 混乱；废墟；屠宰场（shamble的复数）
v. 蹒跚而行（shamble的第三人称单数形式）"
shanghai,
shapely,adj. 定形的；形状美观的；样子好的；有条理的
shatter,"n. 碎片；乱七八糟的状态
vt. 粉碎；打碎；破坏；破掉；使散开
vi. 粉碎；损坏；落叶"
sheaf,"n. 捆；束；扎
vt. 捆；束；扎"
shear,"n.  切变；修剪；大剪刀
vi. 剪；剪切；修剪
vt. 剪；修剪；剥夺"
sheath,n. 鞘；护套；叶鞘；女子紧身服装
sheen,"n. 光辉，光泽，光彩
adj. 光辉的；有光泽的；华丽的
vi. 闪耀；发光"
sheepish,adj. 羞怯的；懦弱的
sheik,n. 酋长，族长（阿拉伯人的）
sheikh,n. 族长；阿拉伯酋长（等于sheik）
shimmer,"n. 微光；闪光
vt. 使闪烁
vi. 闪烁；发闪烁的微光"
shin,"n. 胫骨
vt. 爬；攀
vi. 攀；快步走"
shirk,"vt. 逃避
vi. 推卸；逃避"
shoal,"n. 浅滩，沙洲；鱼群；潜在危险
vi. 变浅
vt. 使变浅；驶入
adj. 浅的"
shoddy,"n. 赝品；冒牌货；假装粗俗
adj. 假冒的；劣质的；卑劣的"
shortchange,vt. （找钱时故意）少找零头，欺骗
shortfall,n. 差额；缺少
shove,"n. 推；挤
vt. 挤；强使；撞；猛推"
showpiece,n. 展出品，展示品
showy,adj. 艳丽的；炫耀的；显眼的
shred,"n. 碎片；少量剩余；最少量；破布
vi. 撕碎
vt. 切成条状；用碎纸机撕毁"
shrew,n. 泼妇，悍妇
shrinkage,n. 收缩；减低
shrivel,"vt. 使枯萎；使皱缩；使束手无策
vi. 枯萎；皱缩"
shroud,"n. 寿衣；覆盖物；船的横桅索； 护罩
vt. 覆盖；包以尸衣"
shrubbery,n. 灌木； 灌木林
shrubby,adj. 灌木的；灌木繁茂的；灌木一般的
shuffle,"n. 洗牌，洗纸牌；混乱，蒙混；拖着脚走
v. 洗牌；推诿，推卸；拖曳，慢吞吞地走；搅乱"
shun,vt. 避开，避免；回避
shunt,"vt. 使转轨；使分流；回避讨论；推延
vi. 转轨；转向一边；往返
n. 转轨； 分流器"
sibling,n. 兄弟姊妹；民族成员
sic,adv. （拉）原文如此（通常放在括号内）
sickbay,n. 船上的医务室
sickening,adj. 令人厌恶的；患病的
sideline,"n. 副业；球场边线；局外人的观点
adj. 倾斜的
vt. 迫使退出"
sidestep,"n. 台阶；横跨的一步
vt. 回避；横跨一步躲避
vi. 回避问题；侧向跨步"
sidle,"n. 侧走；挨近
vt. 侧身而行；悄悄贴近
vi. 侧身而行；悄悄贴近"
