abnormal,adj. 反常的，不规则的；变态的
revamp,"n. 改进；换新鞋面
vt. 修补；翻新；修改"
recompose,vt. 将…再次（重新）安排，使恢复平静
mandate,"n. 授权；命令，指令；委托管理；受命进行的工作
vt. 授权；托管"
instruction,n. 指令，命令；指示；教导；用法说明
order,"n. 命令；顺序；规则； 定单
vt. 命令；整理；定购
vi. 命令；定货"
indication,n. 指示，指出；迹象；象征
dictate,"n. 命令；指示
vt. 命令；口述；使听写
vi. 口述；听写"
command,"n. 指挥，控制；命令；司令部
vt. 命令，指挥；控制；远望
vi. 命令，指挥；控制"
control,"n. 控制；管理；抑制；操纵装置
vt. 控制；管理；抑制"
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
predominate,"vt. 支配，主宰；在…中占优势
vi. 占主导（或支配）地位；占优势"
dictate,"n. 命令；指示
vt. 命令；口述；使听写
vi. 口述；听写"
command,"n. 指挥，控制；命令；司令部
vt. 命令，指挥；控制；远望
vi. 命令，指挥；控制"
govern,"vt. 管理；支配；统治；控制
vi. 居支配地位；进行统治"
fever,"n. 发烧，发热；狂热
vt. 使发烧；使狂热；使患热病
vi. 发烧；狂热；患热病"
mania,n. 狂热；狂躁；热衷
enthusiasm,n. 热心，热忱，热情
fanaticism,n. 狂热，著迷；盲信
craze,"n. 狂热
vt. 使发狂；使产生纹裂
vi. 发狂；产生纹裂"
interim,"n. 过渡时期，中间时期；暂定
adj. 临时的，暂时的；中间的；间歇的"
temporary,"n. 临时工，临时雇员
adj. 暂时的，临时的"
transient,"n. 瞬变现象；过往旅客；候鸟
adj. 短暂的；路过的"
transitory,adj. 短暂的，暂时的；瞬息的
provisional,"adj. 临时的，暂时的；暂定的
n. 临时邮票"
impermanent,adj. 暂时的；非永久的
monitor,"n. 监视器；监听器；监控器；显示屏；班长
vt. 监控"
oversee,vt. 监督；审查；俯瞰；偷看到，无意中看到
supervise,"vt. 监督，管理；指导
vi. 监督，管理；指导"
supervision,n. 监督，管理
urgent,adj. 紧急的；急迫的
desperate,adj. 不顾一切的；令人绝望的；极度渴望的
pressing,"n. 压；冲压件
v. 压；按；熨烫衣物（press的ing形式）
adj. 紧迫的；迫切的；恳切的"
immediate,adj. 立即的；直接的；最接近的
impending,"adj. 即将发生的；迫切的；悬挂的
v. 迫近；悬空（impend的现在分词）"
token,"n. 表征；代币；记号
adj. 象征的；表意的；作为对某事的保证的
vt. 象征；代表"
represent,"vt. 代表；表现；描绘；回忆；再赠送
vi. 代表；提出异议"
stand for,"na. 忍耐；忍受；主张；拥护
 代表；象征；代替"
symbolize,"vt. 象征；用符号表现
vi. 采用象征；使用符号；作为…的象征"
symbolic,adj. 象征的；符号的；使用符号的
modest,adj. 谦虚的，谦逊的；适度的；端庄的；羞怯的
mild,"adj. 温和的；轻微的；淡味的；文雅的；不含有害物质的的
n. （英国的一种）淡味麦芽啤酒"
moderate,"adj. 稳健的，温和的；适度的，中等的；有节制的
vi. 变缓和，变弱
vt. 节制；减轻"
temperate,adj. 温和的；适度的；有节制的
appropriate,"adj. 适当的；恰当的；合适的
vt. 占用，拨出"
acquire,vt. 获得；取得；学到；捕获
obtain,"vi. 获得；流行
vt. 获得"
draw,"n. 平局；抽签
vi. 拉；拖
vt. 画；拉；吸引"
reap,"vt. 收获，获得；收割
vi. 收割，收获"
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
achieve,"vt. 取得；获得；实现；成功
vi. 达到预期的目的，实现预期的结果，如愿以偿"
bargain,"n. 交易；便宜货；契约
v. 讨价还价；议价；(谈价钱后)卖"
agreement,n. 协议；同意，一致
protocol,"n. 协议；草案；礼仪
vt. 拟定
vi. 拟定"
treaty,n. 条约，协议；谈判
division,n.  除法；部门；分配；分割；师（军队）；赛区
distribute,vt. 分配；散布；分开；把…分类
distribution,n. 分布；分配
allocation,n. 分配，配置；安置
allot,vt. 分配；拨给；分派
allotment,n. 分配；分配物；养家费；命运
apportion,vt. 分配，分派；分摊
overlook,"vt. 忽略；俯瞰；远眺；检查；高耸于…之上
n. 忽视；眺望"
neglect,"vt. 疏忽，忽视；忽略
n. 疏忽，忽视；怠慢"
ignore,vt. 驳回诉讼；忽视；不理睬
look down upon,"v. 轻视
 看不起；瞧不起；蔑视"
distinction,n. 区别；差别；特性；荣誉、勋章
difference,n. 差异；不同；争执
disparity,n. 不同；不一致；不等
promise,"n. 许诺，允诺；希望
vt. 允诺，许诺；给人以…的指望或希望
vi. 许诺；有指望，有前途"
pledge,"n. 保证，誓言；抵押；抵押品，典当物
vt. 保证，许诺；用……抵押；举杯祝……健康"
commitment,n. 承诺，保证；委托；承担义务；献身
condemn,vt. 谴责；判刑，定罪；声讨
denounce,vt. 谴责；告发；公然抨击；通告废除
censure,"n. 责难
vt. 责难，责备
vi. 谴责，责备"
lessen,"vt. 使…变小；使…减轻；使…变少
vi. 减少；减轻；变小"
soften,"vt. 使温和；使缓和；使变柔软
vi. 减轻；变柔和；变柔软"
cushion,"n. 垫子；起缓解作用之物；（猪等的）臀肉；银行储蓄
vt. 给…安上垫子；把…安置在垫子上；缓和…的冲击"
relieve,vt. 解除，减轻；使不单调乏味；换…的班；解围；使放心
lighten,"vi. 减轻；发亮
vt. 使照亮；使轻松"
mitigate,"vt. 使缓和，使减轻
vi. 减轻，缓和下来"
combat,"n. 战斗；争论
adj. 战斗的；为…斗争的
vi. 战斗；搏斗
vt. 反对；与…战斗"
assuage,vt. 平息；缓和；减轻
ease,"n. 轻松，舒适；安逸，悠闲
vt. 减轻，缓和；使安心
vi. 减轻，缓和；放松；灵活地移动"
alleviate,vt. 减轻，缓和
diffuse,"vt. 扩散；传播；漫射
adj. 弥漫的；散开的
vi. 传播；四散"
acclimation,n. 适应环境（气候、水土等）
adjustment,n. 调整，调节；调节器
adaption,n. 适应；改编本
accommodation,n. 住处，膳宿；调节；和解；预订铺位
deem,"vt. 认为，视作；相信
vi. 认为，持某种看法；作某种评价"
view ... as,
regard as,"v. 当作
 认为；把…认作；视为"
treat ... as, 对待；当作；当做
perceive ... as,
take ... as ...,
hazard,"n. 危险，冒险；冒险的事
vt. 赌运气；冒…的危险，使遭受危险"
danger,n. 危险；危险物，威胁
risk,"n. 风险；危险；冒险
vt. 冒…的危险"
jeopardy,n. 危险；（被告处于被判罪或受处罚的）危险境地
momentum,n. 势头； 动量；动力；冲力
tendency,n. 倾向，趋势；癖好
situation,n. 情况；形势；处境；位置
picture,"n. 照片，图画；影片；景色；化身
vt. 画；想像；描写"
complexion,"n. 肤色；面色；情况；局面
vt. 使增添色彩"
circumstance,n. 环境，情况；事件；境遇
detailed,"adj. 详细的，精细的；复杂的，详尽的
v. 详细说明（detail的过去分词）"
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
exhaustive,adj. 详尽的；彻底的；消耗的
thorough,adj. 彻底的；十分的；周密的
deprivation,n. 剥夺；损失；免职；匮乏；贫困
deficiency,n. 缺陷，缺点；缺乏；不足的数额
shortfall,n. 差额；缺少
be short of, 缺少；缺乏；短缺
attuned,"adj. 理解的；音感好的
v. 使协调；为…调音（attune的过去分词）"
alert,"n. 警戒，警惕；警报
adj. 警惕的，警觉的；留心的
vt. 警告；使警觉，使意识到"
acute,adj. 严重的， 急性的；敏锐的；激烈的；尖声的
keen,"adj. 敏锐的，敏捷的；渴望的；强烈的；热心的；锐利的
n. 痛哭，挽歌"
confirm,vt. 确认；确定；证实；批准；使巩固
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
testify,"vi. 作证；证明
vt. 证明，证实；作证"
prove,"vi. 证明是
vt. 证明；检验；显示"
demonstrate,"vt. 证明；展示；论证
vi. 示威"
bear out,"na. 证明
 证实；支持；证实是正确的"
secure,"vt. 保护；弄到；招致；缚住
adj. 安全的；无虑的；有把握的；稳当的
vi. 获得安全；船抛锚；停止工作"
stable,"n. 马厩；牛棚
adj. 稳定的；牢固的；坚定的
vt. 赶入马房
vi. 被关在马厩"
steady,"n. 关系固定的情侣；固定支架
adj. 稳定的；不变的；沉着的
vt. 使稳定；稳固；使坚定
adv. 稳定地；稳固地
vi. 稳固"
stabilized,"v. 稳定（stabilize的过去分词）
adj. 稳定的；减摇的"
forecast,"n. 预测，预报；预想
vt. 预报，预测；预示
vi. 进行预报，作预测"
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
expect,"vi. 期待；预期
vt. 期望；指望；认为；预料"
anticipate,vt. 预期，期望；占先，抢先；提前使用
presuppose,vt. 假定；预料；以…为先决条件
foresee,vt. 预见；预知
caveat,n. 警告；中止诉讼手续的申请；货物出门概不退换；停止支付的广告
warn,"vt. 警告，提醒；通知
vi. 发出警告，发出预告"
caution,"n. 小心，谨慎；警告，警示
vt. 警告"
admonish,vt. 告诫；劝告
tactic,"n. 策略，战略
adj. 按顺序的，依次排列的"
strategy,n. 战略，策略
method,"n. 方法；条理；类函数
adj. 使用体验派表演方法的"
means,"n. 手段；方法；财产
v. 意思是；打算（mean的第三人称单数） "
prudent,adj. 谨慎的；精明的；节俭的
scrupulous,adj. 细心的；小心谨慎的；一丝不苟的
discreet,adj. 谨慎的；小心的
cautious,adj. 谨慎的；十分小心的
alert,"n. 警戒，警惕；警报
adj. 警惕的，警觉的；留心的
vt. 警告；使警觉，使意识到"
wary,adj. 谨慎的；机警的；惟恐的；考虑周到的
conscious,adj. 意识到的；故意的；神志清醒的
acute,adj. 严重的， 急性的；敏锐的；激烈的；尖声的
subsidy,n. 补贴；津贴；补助金
pension,"n. 退休金，抚恤金；津贴；膳宿费
vt. 发给养老金或抚恤金"
allowance,"n. 津贴，零用钱；允许；限额
vt. 定量供应"
bonus,n. 奖金；红利；额外津贴
premium,"n. 额外费用；奖金；保险费;(商)溢价
adj. 高价的；优质的"
wage,"n. 工资；代价；报偿
vt. 进行；开展
vi. 进行；发动；从事"
benefit,"n. 利益，好处；救济金
vt. 有益于，对…有益
vi. 受益，得益"
subvention,n. 津贴；补助金；援助
ahead of,"prep. （时间、空间）在…前面；早于；领先
 先于；在……的前面；优于"
answer for,"na. 负…的责任；负责(受处分)；代(被问人)回答
 对…负责；保证；为…负责"
a matter of course,"na. 理所当然的(事情)；(作为)当然的事情
 理所当然的事；顺理成章的事；必定的事"
as a matter of course,"na. “a matter of course”的变体
 自然地；当然；理所当然的"
account for,"na. 证明；由于；说明(银钱等的)用途；打死
 解释；占；说明…的原因"
adhere to,"v. 坚持；依附
 遵守；附着；粘着"
along with,"na. 与…一道；以外
 与……一起；伴随；和…一起"
associated with,"un. 与…相联系
 与…有关系；与…相关的；与…有联系"
at the sight of,"na. 一看见就
 一看见……就；一看到；一见到"
at the thought of,"na. 一想到
 一想起；一想到…就；当……想到"
attend to,"na. 照料(工作)
 照顾；注意；处理"
agree with,"na. 适合；赞同；与…一致
 同意；与...一致；同意某人"
a storm of, 一阵猛烈的爆发；如一阵愤怒的叫声或狂吼；暴风雨般的
a flash of,
a flare of,
as a result,"adv. 结果
 因此；结果是；作为结果"
act on,"na. “Act upon”的变体
 按照…而行动；对…起作用；按照…行动"
act out,"v. 演出
 表演；表演出来；把……表演出来"
act up,"na. 捣蛋；耍脾气；胡闹；出毛病
 调皮；行动起来；行动倔强"
at length,"na. 最后；充分地
 详细地；终于；终于，最终"
amount to,"v. 合计
 总计；等于；共计"
access to, 接近；进入；通向…的入口
at the cost of,"na. 以…为牺牲
 以…为代价；以…代价；以之为代价"
at the risk of,"na. 冒着…的危险
 冒险；冒……的风险；冒着…风险"
at the height of, 在……顶点；在的高峰；在…最鼎盛时期
at that point, 在那时；在那个阶段；就在那时
at that moment, 在那时；就在那一刻；在那一瞬间
at that time,"adv. 在那时
 在当时；那时候；在那个时候"
adapt to,"na. 使(自己行动)配合(同伴)
 适应；适应，适合；使适应"
attribute to,"na. 认为(成功)是(努力)的结果
 归因于；把…归因于；归咎于"
assign sb. to do sth.,
aside from,"na. 暂置不论；加之；除…外
 除...外；除…之外；除了"
approval of, 批准；人认可了；并且表明该人认可了
be absorbed in,"na. 全神贯注在…；热衷于
 全神贯注于；专心于；一心从事"
be authorized to do, 被授权；得到授权；被授权做某事
be conscious of,"na. 意识到
 察觉；知道；觉察"
be content with,"na. 以…为满足
 对…满意；满足于；对……满足"
be content to do sth.,
be critical of, 批评的；爱挑毛病的；对……持批评态度
be eager for,"v. 迫切要
 渴望；渴求；想得到"
be entitled to sth.,
be qualified to do, 有资格；有资格做；有能力有资格去做某事
be qualified for,"na. 有…的资格；适于担任…
 胜任；合格的；有资格"
be subjected to,"na. 受到；被…折磨
 遭受；服从；经受"
behind one's back, 背后；在某人之背后；背着某人
blame sb. for sth.,
blame sth. on sb.,
bring back,"na. 送回；使恢复；使回忆起
 拿回来；带回；带回来"
better than, 好于；不比；优于
be credited to sb.,
be credited to sth.,
bring about,"na. 造成；带来；(使船)回转
 引起；导致；产生"
by means of,"na. 以
 用；依靠；借助于"
by contrast,"un. 相比之下；作对比；与此相反
 对比之下；对比而言；相比而言"
be selected to do,
bring around,"na. 说服；使恢复知觉；把(某人)作为客人带来
 使信服；使复苏；使改变观点"
bring forth,"na. 提出；生
 产生；使产生；发表"
bring in,"na. 生产；生(利)；收获(农作物等)；挣得(报酬等)
 引进；带来；引入"
bring out,"na. 公布；说出；出版；上演
 生产；阐明；说明"
bring through,"na. 帮助(某人)脱离险境；救活
 治愈；使脱险；使安全度过"
bring up,"na. 抚养；教导；教育；在…长大
 培养；提出；养育"
bring sb. sth.,
by this means, 通过这种方式；用这种方法；用这种方式
beat ... into ...,
bring into, 使达到…; 把…拿入; 使开始生效; 使清楚地被人理解
call in,"na. 招；叫进；引入；调入
 召来；来访；收回"
carry off,"na. 得(奖)；夺去；诱拐；(病)夺去人命
 夺走；携走；拿走"
