enable,vt. 使能够，使成为可能；授予权利或方法
rumor,"n. 谣言；传闻
vt. 谣传；传说"
rumour,"n. 谣言
vt. 传闻"
mentality,n. 心态； 智力；精神力；头脑作用
heritage,n. 遗产；传统；继承物；继承权
educational,adj. 教育的；有教育意义的
journalism,n. 新闻业，新闻工作；报章杂志
enthusiasm,n. 热心，热忱，热情
faithful,adj. 忠实的，忠诚的；如实的；准确可靠的
wit,"n. 智慧；才智；智力
v. <古>知道；即"
diplomacy,n. 外交；外交手腕；交际手段
printer,n.  打印机；印刷工；印花工
auction,"n. 拍卖
vt. 拍卖；竞卖"
layer,"n. 层，层次；膜；压条；放置者，计划者
vt. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
vi. 形成或分成层次；通过压条法而生根"
trash,"n. 垃圾；废物
vt. 丢弃；修剪树枝"
miracle,n. 奇迹，奇迹般的人或物；惊人的事例
burial,"n. 埋葬；葬礼；弃绝
adj. 埋葬的"
roughly,adv. 粗糙地；概略地
comparative,"n. 比较级；对手
adj. 比较的；相当的"
gloomy,adj. 黑暗的；沮丧的；阴郁的
scarce,"adj. 缺乏的，不足的；稀有的
adv. 仅仅；几乎不；几乎没有"
humankind,n. 人类（总称）
consumer,n. 消费者；用户，顾客
bearing,"n.  轴承；关系；方位；举止
v. 忍受（bear的ing形式）"
additional,adj. 附加的，额外的
undo,"vt. 取消；解开；破坏；扰乱
vi. 撤消"
frustration,n. 挫折
compute,"n. 计算；估计；推断
vt. 计算；估算；用计算机计算
vi. 计算；估算；推断"
carelessness,n. 粗心大意
introductory,adj. 引导的，介绍的；开端的
memorable,adj. 显著的，难忘的；值得纪念的
fraction,n. 分数；部分；小部分；稍微
lick,"vt. 舔；卷过；鞭打
vt. （非正式）战胜
vi. 舔；轻轻拍打
n. 舔；打；少许"
honesty,n. 诚实，正直
crystal,"n. 结晶，晶体；水晶；水晶饰品
adj. 水晶的；透明的，清澈的"
scheme,"n. 计划；组合；体制；诡计
vt. 计划；策划
vi. 搞阴谋；拟订计划"
chill,"n. 寒冷；寒意；寒心
vt. 冷冻，冷藏；使寒心；使感到冷
adj. 寒冷的；冷漠的；扫兴的
vi. 冷藏；变冷"
manufacture,"n. 制造；产品；制造业
vt. 制造；加工；捏造
vi. 制造"
inhabit,"vt. 栖息；居住于；占据
vi. （古）居住；栖息"
orchestra,n. 管弦乐队；乐队演奏处
infinity,n. 无穷；无限大；无限距
fulfil,vt. 履行；完成；实践；满足
fulfill,vt. 履行；实现；满足；使结束（等于fulfil）
contagious,adj. 感染性的；会蔓延的
desktop,n. 桌面；台式机
nightmare,"n. 恶梦；梦魇般的经历
adj. 可怕的；噩梦似的"
weaken,"vt. 减少；使变弱；使变淡
vi. 变弱；畏缩；变软弱"
accomplishment,n. 成就；完成；技艺，技能
hollow,"n. 洞；山谷；窟窿
adj. 空的；中空的，空腹的；凹的；虚伪的
vt. 使成为空洞
adv. 彻底地；无用地
vi. 形成空洞"
consistency,n.  一致性；稠度；相容性
heave,"n. 举起；起伏；投掷；一阵呕吐
vt. 举起；使起伏；投掷；恶心；发出（叹息等）
vi. 起伏；举起；喘息；呕吐"
highland,"n. 高地；丘陵地带
adj. 高原的；高地的"
representation,n. 代表；表现；表示法；陈述
layout,n. 布局；设计；安排；陈列
spite,"n. 不顾；恶意；怨恨
vt. 刁难；使恼怒"
in spite of,"na. spite of 不管；无视
 尽管；不顾；虽然"
bronze,"n. 青铜；古铜色；青铜制品
adj. 青铜色的；青铜制的
vt. 镀青铜于
vi. 变成青铜色，被晒黑"
economy,n. 经济；节约；理财
tide,"n. 趋势，潮流；潮汐
vt. 随潮漂流"
cooperation,n. 合作，协作； 协力
instinctive,adj. 本能的；直觉的；天生的
framework,n. 框架，骨架；结构，构架
regulate,vt. 调节，规定；控制；校准；有系统的管理
physically,adv. 身体上，身体上地
corridor,走廊
bulletin,"n. 公告，公报
vt. 公布，公告"
forth,adv. 向前，向外；自…以后
skilled,adj. 熟练的；有技能的；需要技能的
terribly,adv. 非常；可怕地；极度地
democracy,n. 民主，民主主义；民主政治
exclude,vt. 排除；排斥；拒绝接纳；逐出
chip,"n.  芯片；筹码；碎片；(食物的) 小片; 薄片
vt. 削，凿；削成碎片
vi. 剥落；碎裂"
eagerness,n. 渴望；热心
reflective,adj. 反射的；反映的；沉思的
submerge,"vt. 淹没；把…浸入；沉浸
vi. 淹没；潜入水中；湮没"
chamber,"n. （身体或器官内的）室，膛；房间；会所
adj. 室内的；私人的，秘密的
vt. 把…关在室内；装填（弹药等）"
isolate,"n.  隔离种群
vt. 使隔离；使孤立；使绝缘
adj. 隔离的；孤立的
vi. 隔离；孤立"
overhear,"vt. 无意中听到；偷听
vi. 无意中听到；偷听到"
decay,"n. 衰退， 衰减；腐烂，腐朽
vt. 使腐烂，使腐败；使衰退，使衰落
vi. 衰退， 衰减；腐烂，腐朽"
numerous,adj. 许多的，很多的
enlighten,vt. 启发，启蒙；教导，开导；照耀
probable,"n. 很可能的事；大有希望的候选者
adj. 很可能的；可信的"
haze,"n. 阴霾；薄雾；疑惑
vt. 使变朦胧；使变糊涂
vi. 变朦胧；变糊涂"
transmit,"vt. 传输；传播；发射；传达；遗传
vi. 传输；发射信号"
decisive,adj. 决定性的；果断的，坚定的
ecosystem,n. 生态系统
erosion,n. 侵蚀，腐蚀
recreational,adj. 娱乐的，消遣的；休养的
rocky,adj. 岩石的，多岩石的；坚如岩石的；摇晃的；头晕目眩的
clause,n. 条款； 子句
befriend,vt. 帮助；待人如友；扶助
attribute,"n. 属性；特质
vt. 归属；把…归于"
effective,adj. 有效的，起作用的；实际的，实在的；给人深刻印象
bookstore,n. 书店（等于bookshop）
faint,"n.  昏厥，昏倒
adj. 模糊的；头晕的；虚弱的； 衰弱的
vi. 昏倒；变得微弱；变得没气力"
sting,"n. 刺痛；讽刺，刺激；刺毛
vt. 刺；驱使；使…苦恼；使…疼痛
vi. 刺痛；被刺痛；感到剧痛"
credibility,n. 可信性；确实性
convert,"n. 皈依者；改变宗教信仰者
vt. 使转变；转换…；使…改变信仰
vi. 转变，变换；皈依；改变信仰"
hardware,n. 计算机硬件；五金器具
displace,vt. 取代；置换；转移；把…免职；排水
commercialise,vt. 使商业化，使经营化，使成为营利手段
commercialize,vt. 使商业化；使商品化
circular,"n. 通知，传单
adj. 循环的；圆形的；间接的"
vigorous,adj. 有力的；精力充沛的
vanish,"n. 弱化音
vi. 消失；突然不见；成为零
vt. 使不见，使消失"
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
dump,"n. 垃圾场；仓库；无秩序地累积
vt. 倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销
vi. 倒垃圾；突然跌倒或落下；卸货；转嫁（责任等）"
grief,n. 悲痛；忧伤；不幸
situate,"adj. 位于…的
vt. 使位于；使处于"
pearl,"n. 珍珠；珍珠色；杰出者；珍品
adj. 镶珍珠的；珍珠状的
vt. 使成珠状；用珍珠装饰；使呈珍珠色
vi. 采珍珠；成珍珠状"
disappointment,n. 失望；沮丧
pastime,n. 娱乐，消遣
calf,n.  腓肠，小腿；小牛；小牛皮；(鲸等大哺乳动物的)幼崽
inventor,n. 发明家； 发明人；创造者
fatigue,"n. 疲劳，疲乏；杂役
adj. 疲劳的
vt. 使疲劳；使心智衰弱
vi. 疲劳"
bold,adj. 大胆的，英勇的；黑体的；厚颜无耻的；险峻的
retain,vt. 保持；雇；记住
exploration,n. 探测；探究；踏勘
selection,n. 选择，挑选；选集；精选品
creation,n. 创造，创作；创作物，产物
informal,adj. 非正式的；不拘礼节的；随便的；通俗的；日常使用的
fragment,"n. 碎片；片断或不完整部分
vt. 使成碎片
vi. 破碎或裂开"
determination,n. 决心；果断；测定
surrender,"n. 投降；放弃；交出；屈服
vt. 使投降；放弃；交出；听任
vi. 投降；屈服；自首"
temporarily,adv. 临时地，临时
melt,"vi. 熔化，溶解；渐混
vt. 使融化；使熔化；使软化；使感动
n. 熔化；熔化物"
blackout,n. 灯火管制；灯火熄灭；暂时的意识丧失
scary,adj. （事物）可怕的；恐怖的；吓人的；（人）提心吊胆的；引起惊慌的；胆小的
provincial,"n. 粗野的人；乡下人；外地人
adj. 省的；地方性的；偏狭的"
dispute,"n. 辩论；争吵
vt. 辩论；怀疑；阻止；抗拒
vi. 争论"
reproduction,n. 繁殖，生殖；复制；复制品
cultivate,vt. 培养；陶冶；耕作
horizon,n.  地平线；视野；眼界；范围
thrust,"n.  推力；刺
vt. 插；插入；推挤
vi. 插入；用向某人刺去；猛然或用力推"
destruction,n. 破坏，毁灭；摧毁
disastrous,adj. 灾难性的；损失惨重的；悲伤的
stem,"n. 干；茎；船首；血统
vt. 阻止；除去…的茎；给…装柄
vi. 阻止；起源于某事物；逆行"
peer,"vt. 封为贵族；与…同等
vi. 凝视，盯着看；窥视
n. 贵族；同等的人；同龄人"
risky,adj. 危险的；冒险的；（作品等）有伤风化的
establishment,n. 确立，制定；公司；设施
innovate,"vi. 创新；改革；革新
vt. 改变；创立；创始；引人"
scrape,"n. 刮掉；擦痕；困境；刮擦声
vt. 刮；擦伤；挖成
vi. 刮掉；刮出刺耳声"
borderline,"n. 边界线，边界；界线
adj. 边界的；暧昧的"
occurrence,n. 发生；出现；事件；发现
awareness,"n. 意识，认识；明白，知道
n. 人群对品牌或产品的认知"
defensive,"n. 防御；守势
adj. 自卫的；防御用的"
widen,"vt. 放宽
vi. 变宽"
dialect,"n. 方言，土话；同源语；行话；个人用语特征
adj. 方言的"
organism,n. 有机体；生物体；微生物
famine,n. 饥荒；饥饿，奇缺
equation,n. 方程式，等式；相等； 反应式
flexibility,n. 灵活性；弹性；适应性
endurance,n. 忍耐力；忍耐；持久；耐久
immense,adj. 巨大的，广大的；无边无际的；非常好的
hut,"n. 小屋；临时营房
vt. 使住在小屋中；驻扎
vi. 住在小屋中；驻扎"
banquet,"n. 宴会，盛宴；宴请，款待
vt. 宴请，设宴款待
vi. 参加宴会"
drain,"n. 排水；下水道，排水管；消耗
vt. 喝光，耗尽；使流出；排掉水
vi. 排水；流干"
van,"n. 先锋；厢式货车；增值网
vt. 用车搬运"
peasant,n. 农民；乡下人
mastery,n. 掌握；精通；优势；征服；统治权
air conditioning,"n. 空气调节系统
 空调；空调系统；冷气"
indifferent,adj. 漠不关心的；无关紧要的；中性的，中立的
concede,"vi. 让步
vt. 承认；退让；给予，容许"
severity,n. 严重；严格；猛烈
fixture,n. 设备；固定装置；固定于某处不大可能移动之物
endanger,vt. 危及；使遭到危险
upwards,adv. 向上；在上部；向上游
unexpected,adj. 意外的，想不到的
whip,"n. 鞭子；抽打；车夫； 搅拌器
vt. 抽打；煽动；搅打（蛋，奶油）；彻底击败
vi. 抽打；急走；拍击"
accidental,"n. 次要方面；非主要的特性；临时记号
adj. 意外的；偶然的；附属的；临时记号的"
trainer,n. 助理教练；训练员；驯马师；飞行练习器；运动鞋
ingredient,"n. 原料；要素；组成部分
adj. 构成组成部分的"
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
eternal,adj. 永恒的；不朽的
spark,"n. 火花；朝气；闪光
vt. 发动；鼓舞；求婚
vi. 闪烁；发火花；求婚"
talkative,adj. 饶舌的；多话的；多嘴的；爱说话的
depression,n. 沮丧；洼地；不景气；忧愁；低气压区
pave,vt. 铺设；安排；作铺设之用
frustrate,"vt. 挫败；阻挠；使感到灰心
adj. 挫败的；无益的
vi. 失败；受挫"
thereby,adv. 从而，因此；在那附近；在那方面
intact,adj. 完整的；原封不动的；未受损伤的
selective,"adj. 选择性的
讲究的
有选择地
有选择性地
仔细挑选地"
evil,"n. 罪恶，邪恶；不幸
adj. 邪恶的；不幸的；有害的；讨厌的"
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
creep,"n. 爬行；毛骨悚然的感觉；谄媚者
vi. 爬行；蔓延；慢慢地移动；起鸡皮疙瘩"
reunite,"vi. 重聚；再结合；再联合
vt. 使重聚；使再结合；使再联合"
vacancy,n. 空缺；空位；空白；空虚
worship,"n. 崇拜；礼拜；尊敬
vt. 崇拜；尊敬；爱慕
vi. 拜神；做礼拜"
graceful,adj. 优雅的；优美的
quota,n. 配额；定额；限额
composer,n. 作曲家；作家，著作者；设计者
wilderness,n. 荒地；大量，茫茫一片
documentary,"n. 纪录片
adj. 记录的；文件的；记实的"
wreck,"n. 破坏；失事；残骸；失去健康的人
vt. 破坏；使失事；拆毁
vi. 失事；营救失事船只"
payment,n. 付款，支付；报酬，报答；偿还；惩罚，报应
maturity,n. 成熟；到期；完备
dissolve,"n. 叠化画面；画面的溶暗
vt. 使溶解；使分解；使液化
vi. 溶解；解散；消失"
privacy,n. 隐私；秘密；隐居；隐居处
counsel,"n. 法律顾问；忠告；商议；讨论；决策
vt. 建议；劝告
vi. 商讨；提出忠告"
canny,adj. 精明的，谨慎的；节约的
deadly,"adj. 致命的；非常的；死一般的
adv. 非常；如死一般地"
assurance,n. 保证，担保；（人寿）保险；确信；断言；厚脸皮，无耻
yield,"n. 产量；收益
vt. 屈服；出产，产生；放弃
vi. 屈服，投降"
conquer,"vt. 战胜，征服；攻克，攻取
vi. 胜利；得胜"
audio,adj. 声音的； 音频的， 声频的
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
gang,"n. 群；一伙；一组
vt. 使成群结队；结伙伤害或恐吓某人
vi. 成群结队"
countdown,n. 倒数计秒
cruelty,n. 残酷；残忍；残酷的行为
specially,adv. 特别地；专门地
registration,n. 登记；注册；挂号
sociable,"n. 联谊会
adj. 社交的；好交际的；友善的"
technician,n. 技师，技术员；技巧纯熟的人
mysterious,adj. 神秘的；不可思议的；难解的
brass,n. 黄铜；黄铜制品；铜管乐器；厚脸皮
gross,"n. 总额，总数
adj. 总共的；粗野的；恶劣的；显而易见的
vt. 总共收入"
gaze,"n. 凝视；注视
vi. 凝视；注视"
inevitable,adj. 必然的，不可避免的
reduction,n. 减少；下降；缩小；还原反应
evaluation,n. 评价； 评估；估价；求值
emission,n. （光、热等的）发射，散发；喷射；发行
screw,"n. 螺旋；螺丝钉；吝啬鬼
vt. 旋，拧；压榨；强迫
vi. 转动，拧"
disorder,"n. 混乱；骚乱
vt. 使失调；扰乱"
respectable,"n. 可敬的人
adj. 值得尊敬的；人格高尚的；相当数量的"
technological,adj. 技术的；工艺的
vapor,"n. 蒸汽；烟雾
vt. 使……蒸发；使……汽化
vi. 蒸发；吹牛；沮丧"
vapour,n. 蒸气（等于vapor）；水蒸气
underwear,n. 内衣物
calculator,n. 计算器；计算者
misty,adj. 模糊的；有雾的
durable,"n. 耐用品
adj. 耐用的，持久的"
adventurous,adj. 爱冒险的；大胆的；充满危险的
dirt,n. 污垢，泥土；灰尘，尘土；下流话
humanity,n. 人类；人道；仁慈；人文学科
confirmation,n. 确认；证实；证明；批准
unify,vt. 统一；使相同，使一致
curl,"n. 卷曲；卷发；螺旋状物
vt. 使…卷曲；使卷起来
vi. 卷曲；盘绕"
